date,samsung,kospi200,dividends yields(annualized),delta_samsung,delta_kospi,vol_samsung,vol_kospi,corr,spot,pnl
2024-04-24,"78,600",364.0,2.72,,,0.2678,0.1879,0.7072,,
2024-04-25,"76,300",357.0,2.72,,,0.3031,0.2016,0.7685,,
2024-04-26,"76,700",361.0,2.72,,,0.3158,0.2095,0.799,,
2024-04-29,"76,700",364.0,2.72,,,0.3069,0.2079,0.7935,,
2024-04-30,"77,500",365.0,2.72,,,0.2975,0.2039,0.7836,,
2024-05-02,"78,000",364.0,2.72,,,0.2912,0.198,0.7823,,
2024-05-03,"77,600",364.0,2.72,,,0.2834,0.1923,0.7732,,
2024-05-07,"81,300",373.0,2.72,,,0.2756,0.1865,0.7713,,
2024-05-08,"81,300",374.0,2.72,,,0.3228,0.2042,0.8261,,
2024-05-09,"79,700",369.0,2.72,,,0.3129,0.1982,0.8248,,
2024-05-10,"79,200",371.0,2.72,,,0.3131,0.1998,0.8348,,
2024-05-13,"78,400",371.0,2.72,,,0.3045,0.1943,0.8194,,
2024-05-14,"78,300",371.0,2.72,,,0.2979,0.1883,0.8128,,
2024-05-16,"78,200",375.0,2.72,,,0.2888,0.1825,0.8126,,
2024-05-17,"77,400",371.0,2.72,,,0.2801,0.1818,0.7868,,
2024-05-20,"78,900",374.0,2.72,,,0.2745,0.1812,0.791,,
2024-05-21,"78,400",372.0,2.72,,,0.2764,0.1785,0.7971,,
2024-05-22,"77,700",371.0,2.72,,,0.2692,0.1744,0.7992,,
2024-05-23,"78,300",372.0,2.72,,,0.2632,0.1692,0.7987,,
2024-05-24,"75,900",366.0,2.72,,,0.2569,0.1644,0.7991,,
2024-05-27,"77,200",371.0,2.72,,,0.277,0.1715,0.8293,,
2024-05-28,"77,600",371.0,2.72,,,0.2765,0.1745,0.8397,,
2024-05-29,"75,200",365.0,2.72,,,0.2689,0.1691,0.8375,,
2024-05-30,"73,500",359.0,2.72,,,0.2879,0.1758,0.8603,,
2024-05-31,"73,500",358.0,2.72,,,0.2929,0.1822,0.8741,,
2024-06-03,"75,700",365.0,2.72,,,0.284,0.177,0.8724,,
2024-06-04,"75,300",363.0,2.72,,,0.2983,0.1874,0.8921,,
2024-06-05,"77,400",366.0,2.72,,,0.2899,0.1829,0.892,,
2024-06-07,"77,300",371.0,2.72,,,0.3007,0.1802,0.8835,,
2024-06-10,"75,700",367.0,2.72,,,0.2916,0.1826,0.8408,,
2024-06-11,"75,200",368.0,2.72,,,0.2942,0.1819,0.85,,
2024-06-12,"76,500",371.0,2.72,,,0.2865,0.1767,0.8397,,
2024-06-13,"78,600",375.0,2.72,,,0.2856,0.1742,0.8452,,
2024-06-14,"79,600",376.0,2.72,,,0.2962,0.174,0.8522,,
2024-06-17,"78,100",374.0,2.72,,,0.2914,0.169,0.8488,,
2024-06-18,"79,800",378.0,2.72,,,0.292,0.1651,0.8464,,
2024-06-19,"81,200",383.0,2.72,,,0.2952,0.1654,0.8568,,
2024-06-20,"81,600",385.0,2.72,,,0.2941,0.1683,0.8643,,
2024-06-21,"80,000",381.0,2.72,,,0.2858,0.1644,0.8639,,
2024-06-24,"80,600",378.0,2.72,,,0.2876,0.1645,0.8727,,
2024-06-25,"80,800",380.0,2.72,,,0.2803,0.1624,0.8328,,
2024-06-26,"81,300",383.0,2.72,,,0.272,0.1588,0.8299,,
2024-06-27,"81,600",382.0,2.72,,,0.2648,0.1571,0.8284,,
2024-06-28,"81,500",384.0,2.72,,,0.2571,0.1525,0.8214,,
2024-07-01,"81,800",384.0,2.72,,,0.2493,0.1492,0.811,,
2024-07-02,"81,800",381.0,2.72,,,0.2422,0.1447,0.8096,,
2024-07-03,"81,800",383.0,2.72,,,0.2348,0.1436,0.7912,,
2024-07-04,"84,600",389.0,2.72,,,0.2276,0.1408,0.7826,,
2024-07-05,"87,100",395.0,2.72,,,0.2566,0.1492,0.8223,,
2024-07-08,"87,400",394.0,2.72,,,0.2735,0.1567,0.8499,,
2024-07-09,"87,800",396.0,2.72,,,0.2653,0.152,0.8436,,
2024-07-10,"87,800",396.0,2.72,,,0.2578,0.1486,0.8433,,
2024-07-11,"87,600",399.0,2.72,,,0.25,0.1441,0.8433,,
2024-07-12,"84,400",392.0,2.72,,,0.2427,0.1428,0.8171,,
2024-07-15,"86,700",394.0,2.72,,,0.2761,0.1546,0.8566,,
2024-07-16,"87,700",395.0,2.72,,,0.2874,0.1512,0.8386,,
2024-07-17,"86,700",392.0,2.72,,,0.2822,0.1469,0.8368,,
2024-07-18,"86,900",389.0,2.72,,,0.2772,0.1455,0.8414,,
2024-07-19,"84,400",384.0,2.72,,,0.2689,0.1442,0.8158,,
2024-07-22,"83,000",380.0,2.72,,,0.2844,0.1488,0.8387,,
2024-07-23,"83,900",382.0,2.72,,,0.2832,0.1496,0.8482,,
2024-07-24,"82,000",379.0,2.72,,,0.2781,0.1466,0.8516,,
2024-07-25,"80,400",371.0,2.72,,,0.2836,0.1453,0.8563,,
2024-07-26,"80,900",374.0,2.72,,,0.2855,0.1635,0.847,,
2024-07-29,"81,200",379.0,2.72,,,0.2779,0.1616,0.8446,,
2024-07-30,"81,000",375.0,2.72,,,0.2697,0.1649,0.8177,,
2024-07-31,"83,900",380.0,2.72,,,0.2617,0.1652,0.8004,,
2024-08-01,"83,100",381.0,2.72,,,0.2883,0.1683,0.8161,,
2024-08-02,"79,600",365.0,2.72,,,0.2819,0.1634,0.799,,
2024-08-05,"71,400",332.0,2.72,,,0.3206,0.2301,0.8477,,
2024-08-06,"72,500",342.0,2.72,,,0.5247,0.4308,0.9493,,
2024-08-07,"74,700",349.0,2.72,,,0.5122,0.4334,0.9397,,
2024-08-08,"73,400",347.0,2.72,,,0.51,0.4274,0.9414,,
2024-08-09,"74,700",352.0,2.72,,,0.4991,0.415,0.9385,,
2024-08-12,"75,500",356.0,2.72,,,0.4887,0.4062,0.9397,,
2024-08-13,"76,100",357.0,2.72,,,0.4756,0.3962,0.94,,
2024-08-14,"77,200",360.0,2.72,,,0.4622,0.3843,0.9395,,
2024-08-16,"80,200",369.0,2.72,,,0.4516,0.374,0.9395,,
2024-08-19,"78,300",366.0,2.72,,,0.4622,0.3751,0.9423,,
2024-08-20,"78,900",369.0,2.72,,,0.4577,0.3651,0.9366,,
2024-08-21,"78,300",368.0,2.72,,,0.4448,0.3554,0.9369,,
2024-08-22,"78,300",369.0,2.72,,,0.4322,0.3447,0.9363,,
2024-08-23,"77,700",368.0,2.72,,,0.4191,0.3344,0.9359,,
2024-08-26,"76,100",366.0,2.72,,,0.4074,0.3243,0.9352,,
2024-08-27,"75,800",365.0,2.72,,,0.4032,0.3152,0.9276,,
2024-08-28,"76,400",365.0,2.72,,,0.3912,0.3058,0.9277,,
2024-08-29,"74,000",360.0,2.72,,,0.3805,0.2964,0.9247,,
2024-08-30,"74,300",362.0,2.72,,,0.3892,0.2924,0.92,,
2024-09-02,"74,400",362.0,2.72,,,0.3777,0.2843,0.9198,,
2024-09-03,"72,500",359.0,2.72,,,0.3663,0.2757,0.9197,,
2024-09-04,"70,000",347.0,2.72,,,0.3691,0.2692,0.9112,,
2024-09-05,"69,000",346.0,2.72,,,0.383,0.2926,0.9205,,
2024-09-06,"68,900",342.0,2.72,,,0.3755,0.2839,0.9154,,
2024-09-09,"67,500",340.0,2.72,,,0.3641,0.2789,0.9058,,
2024-09-10,"66,200",338.0,2.72,,,0.3619,0.2714,0.8989,,
2024-09-11,"64,900",336.0,2.72,,,0.3589,0.2641,0.8937,,
2024-09-12,"66,300",344.0,2.72,,,0.3564,0.2571,0.8884,,
2024-09-13,"64,400",344.0,2.72,,,0.3554,0.2655,0.8913,,
2024-09-19,"63,100",343.0,2.72,,,0.3628,0.2575,0.8471,,
2024-09-20,"63,000",345.0,2.72,,,0.3604,0.2498,0.8353,,
2024-09-23,"62,600",346.0,2.72,,,0.3495,0.2433,0.8298,,
2024-09-24,"63,200",350.0,2.72,,,0.3402,0.2362,0.8232,,
2024-09-25,"62,200",345.0,2.72,,,0.3316,0.2335,0.8246,,
2024-09-26,"64,700",356.0,2.72,,,0.3273,0.233,0.8313,,
2024-09-27,"64,200",354.0,2.72,,,0.3524,0.2567,0.8653,,
2024-09-30,"61,500",345.0,2.72,,,0.343,0.2499,0.8664,,
2024-10-02,"61,300",341.0,2.72,,,0.3721,0.2621,0.8869,,
2024-10-04,"60,600",342.0,2.72,,,0.361,0.2582,0.8787,,
2024-10-07,"61,000",347.0,2.72,,,0.3529,0.2506,0.865,,
2024-10-08,"60,300",344.0,2.72,,,0.3431,0.2494,0.8571,,
2024-10-10,"58,900",345.0,2.72,,,0.3358,0.2441,0.8595,,
2024-10-11,"59,300",345.0,2.72,,,0.338,0.237,0.814,,
2024-10-14,"60,800",350.0,2.72,,,0.3287,0.2298,0.8114,,
2024-10-15,"61,000",351.0,2.72,,,0.3332,0.2297,0.8238,,
2024-10-16,"59,500",347.0,2.72,,,0.3233,0.2229,0.8241,,
2024-10-17,"59,700",348.0,2.72,,,0.3281,0.2207,0.8308,,
2024-10-18,"59,200",345.0,2.72,,,0.3183,0.2143,0.831,,
2024-10-21,"59,000",347.0,2.72,,,0.3103,0.2105,0.8326,,
2024-10-22,"57,700",342.0,2.72,,,0.3012,0.2053,0.822,,
2024-10-23,"59,100",346.0,2.72,,,0.3047,0.207,0.836,,
2024-10-24,"56,600",343.0,2.72,,,0.3097,0.2056,0.8437,,
2024-10-25,"55,900",343.0,2.72,,,0.3441,0.2023,0.8075,,
2024-10-28,"58,100",347.0,2.72,,,0.3372,0.1961,0.7994,,
2024-10-29,"59,600",348.0,2.72,,,0.3597,0.1953,0.8024,,
